user_id,item_list
919,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
920,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
921,814;1536;1599;1500;1467;1449;1642;1398;1122;1651
922,814;1536;1500;1599;1463;1467;1653;1642;1449;1398
923,272;483;408;178;318;64;169;12;251;513
924,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
925,1500;814;1536;1599;1467;1642;1398;1449;1463;119
926,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
927,1500;1463;814;1449;1536;1398;1599;1642;1467;1122
928,515;750;483;408;178;318;64;357;169;654
929,814;1536;1463;1599;1500;1467;1653;1449;1642;1293
930,1536;814;1599;1500;1467;1653;1642;1449;1398;318
931,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
932,1500;814;1536;1398;1599;1642;1653;1467;1656;1463
933,1463;1536;814;1599;1500;1467;1653;1642;1449;1398
934,1500;814;1536;1599;1467;1653;1642;1398;1122;1651
935,318;1500;814;1367;1449;1536;1398;1651;1599;1642
936,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
937,814;1536;1500;1599;1467;1653;1642;1449;1398;1293
938,1500;814;1536;1599;1467;1653;1449;1642;1398;1554
939,302;474;86;603;515;480;23;174;96;272
940,814;1536;1500;1599;1467;1653;1449;1642;1398;1122
941,1500;1463;814;1449;1536;1398;1554;1599;1642;1653
942,1500;119;814;1367;1449;1536;1398;1293;1651;1599
943,1463;814;1536;1599;1500;1467;1653;1642;1449;1398
